Id,Video,Emotion,Platform,Topic_ID,Topic_Label,Topic_Keywords,Topic_Confidence,Summary,NER
24,https://drive.google.com/file/d/1kzfBs5I_n0a0yCwEh5PdNY5GgLqQRcez/view?usp=drive_link,Trust,google_drive,4,Kuliner,"resep, review rasa, cukup asin, tips masak, plating",0.77,Konten berfokus pada topik 'Kuliner' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jogja"", ""type"": ""GPE""}, {""text"": ""UMKM"", ""type"": ""ORG""}, {""text"": ""Jogja"", ""type"": ""GPE""}]"
25,https://drive.google.com/file/d/16WW1YRA0NtmMptCht5jS6Ya7nWdNrRcg/view?usp=drive_link,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.7,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Maybelline"", ""type"": ""ORG""}, {""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Jakarta"", ""type"": ""GPE""}]"
26,https://drive.google.com/file/d/1scUxliWkEMlJAtMjyX4_zf1hpTzc-11m/view?usp=drive_link,Proud,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.75,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Sephora"", ""type"": ""ORG""}]"
27,https://drive.google.com/file/d/1k3qHBJISNZIr2N_uhRGZK5b4CP5JfaIv/view?usp=drive_link,Proud,google_drive,8,Travel & Vlog,"itinerary, budget, hidden gem, transport, cuaca",0.88,Konten berfokus pada topik 'Travel & Vlog' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""KAI"", ""type"": ""ORG""}, {""text"": ""KAI"", ""type"": ""ORG""}, {""text"": ""Kintamani"", ""type"": ""LOC""}, {""text"": ""Kintamani"", ""type"": ""LOC""}]"
28,https://drive.google.com/file/d/1AUN-OYd4ipaJoeEH4Zs4gmXo7B2S23Km/view?usp=drive_link,Trust,google_drive,7,Gadget & Review,"kamera, benchmarks, baterai, display, perbandingan",0.68,Konten berfokus pada topik 'Gadget & Review' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Snapdragon 8 Gen"", ""type"": ""PRODUCT""}, {""text"": ""Taipei"", ""type"": ""GPE""}, {""text"": ""Snapdragon 8 Gen"", ""type"": ""PRODUCT""}]"
29,https://drive.google.com/file/d/1FNfsB23xtWAnxr0ffwz2LYZAVdQJiv5P/view?usp=sharing,Surprise,google_drive,10,Kesehatan,"nutrisi, cek rutin, postur, hidrasi, pola tidur",0.87,Konten berfokus pada topik 'Kesehatan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}, {""text"": ""WHO"", ""type"": ""ORG""}, {""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}]"
30,https://drive.google.com/file/d/1nXZKur-B1aybi2jDr_QvKu4Rlf9ZGpUZ/view?usp=drive_link,Trust,google_drive,3,Teknologi & Tutorial,"instalasi, konfigurasi, troubleshoot, command, framework",0.84,Konten berfokus pada topik 'Teknologi & Tutorial' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""JAVA_HOME"", ""type"": ""MISC""}, {""text"": ""Ubuntu"", ""type"": ""PRODUCT""}]"
31,https://drive.google.com/file/d/14euU6nfdqlu800-6Dewnz_dEM7m26acv/view?usp=drive_link,Surprise,google_drive,11,Karier & Motivasi,"portofolio, tips interview, networking, skill, mindset",0.66,Konten berfokus pada topik 'Karier & Motivasi' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""IEEE"", ""type"": ""ORG""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}]"
32,https://drive.google.com/file/d/1Z6HV13StqwXPvVsirZBEhTsACRuIXfvo/view?usp=drive_link,Trust,google_drive,9,Gaming,"patch, build, meta, walkthrough, tips",0.7,Konten berfokus pada topik 'Gaming' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Patch 1.2"", ""type"": ""MISC""}, {""text"": ""Valve"", ""type"": ""ORG""}]"
33,https://drive.google.com/file/d/1iyOhhmxVkfNfb8Ye7VzVe49OVf5ntCaJ/view?usp=drive_link,Surprise,google_drive,5,Pendidikan Kampus,"pengumuman, jadwal, tugas, kelas, dosen",0.87,Konten berfokus pada topik 'Pendidikan Kampus' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""Telkom University"", ""type"": ""ORG""}, {""text"": ""Pak Adit"", ""type"": ""PERSON""}, {""text"": ""Telkom University"", ""type"": ""ORG""}]"
34,https://drive.google.com/file/d/1rMIe5I873yBTKrmAlSZTjUoV4eZkZhas/view?usp=drive_link,Surprise,google_drive,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.77,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Hyaluronic Acid"", ""type"": ""CHEM""}, {""text"": ""Maybelline"", ""type"": ""ORG""}, {""text"": ""Maybelline"", ""type"": ""ORG""}]"
35,https://drive.google.com/file/d/1SGmmz_hCldaOMxzhSpmiaqgCAXmk94cn/view?usp=drive_link,Surprise,google_drive,10,Kesehatan,"nutrisi, cek rutin, postur, hidrasi, pola tidur",0.72,Konten berfokus pada topik 'Kesehatan' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}, {""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}]"
36,https://drive.google.com/file/d/1pd2OIfxF_zAGs7IG6Mh-PjTiE6uZk8aO/view?usp=drive_link,Proud,google_drive,4,Kuliner,"resep, review rasa, cukup asin, tips masak, plating",0.84,Konten berfokus pada topik 'Kuliner' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jogja"", ""type"": ""GPE""}, {""text"": ""UMKM"", ""type"": ""ORG""}, {""text"": ""Michelin"", ""type"": ""ORG""}]"
37,https://drive.google.com/file/d/1NXckEsK8mkUr4IlMs-Xz1G-fRG9y2OEd/view?usp=drive_link,Proud,google_drive,11,Karier & Motivasi,"portofolio, tips interview, networking, skill, mindset",0.89,Konten berfokus pada topik 'Karier & Motivasi' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jakarta"", ""type"": ""GPE""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""LinkedIn"", ""type"": ""ORG""}, {""text"": ""Google"", ""type"": ""ORG""}]"
38,https://drive.google.com/file/d/1oe6YLqtXw2dBwxrmrRIuVXlyW9_C0kLE/view?usp=drive_link,Proud,google_drive,4,Kuliner,"resep, review rasa, cukup asin, tips masak, plating",0.89,Konten berfokus pada topik 'Kuliner' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Michelin"", ""type"": ""ORG""}, {""text"": ""Michelin"", ""type"": ""ORG""}, {""text"": ""UMKM"", ""type"": ""ORG""}]"
39,https://drive.google.com/file/d/18l6Q_OmL9Cs3NsmJKOQRpCCOVFsJVQ1H/view?usp=drive_link,Proud,google_drive,2,Otomotif,"mesin, servis, modif, review, test drive",0.67,Konten berfokus pada topik 'Otomotif' dengan nuansa emosi proud. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Toyota"", ""type"": ""ORG""}, {""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Toyota"", ""type"": ""ORG""}, {""text"": ""Toyota"", ""type"": ""ORG""}]"
40,https://drive.google.com/file/d/1nDnDot4fOkyAnh-KWtafzbxRtIhkwZXa/view?usp=drive_link,Surprise,google_drive,4,Kuliner,"resep, review rasa, cukup asin, tips masak, plating",0.83,Konten berfokus pada topik 'Kuliner' dengan nuansa emosi surprise. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Jogja"", ""type"": ""GPE""}, {""text"": ""Cordon Bleu"", ""type"": ""PRODUCT""}, {""text"": ""Jogja"", ""type"": ""GPE""}]"
41,https://www.instagram.com/reel/DKiuAisBYNW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,instagram,1,Makeup & Kecantikan,"foundation, lipstick, skincare, tutorial, natural look",0.82,Konten berfokus pada topik 'Makeup & Kecantikan' dengan nuansa emosi anger. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Sephora"", ""type"": ""ORG""}, {""text"": ""Sephora"", ""type"": ""ORG""}, {""text"": ""Maybelline"", ""type"": ""ORG""}]"
42,https://www.instagram.com/reel/DKWLTEUT9qE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,instagram,9,Gaming,"patch, build, meta, walkthrough, tips",0.89,Konten berfokus pada topik 'Gaming' dengan nuansa emosi fear. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Patch 1.2"", ""type"": ""MISC""}, {""text"": ""Steam"", ""type"": ""PRODUCT""}]"
43,https://www.instagram.com/reel/DM99ottvLix/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,instagram,10,Kesehatan,"nutrisi, cek rutin, postur, hidrasi, pola tidur",0.79,Konten berfokus pada topik 'Kesehatan' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}, {""text"": ""BMI"", ""type"": ""MISC""}, {""text"": ""WHO"", ""type"": ""ORG""}]"
44,https://www.instagram.com/reel/DLwrr-xSQTm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,instagram,5,Pendidikan Kampus,"pengumuman, jadwal, tugas, kelas, dosen",0.88,Konten berfokus pada topik 'Pendidikan Kampus' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Sains Data"", ""type"": ""ORG""}, {""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""Sains Data"", ""type"": ""ORG""}, {""text"": ""Telkom University"", ""type"": ""ORG""}]"
45,https://www.instagram.com/reel/DKgoBraqcOf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,instagram,9,Gaming,"patch, build, meta, walkthrough, tips",0.79,Konten berfokus pada topik 'Gaming' dengan nuansa emosi fear. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Steam"", ""type"": ""PRODUCT""}, {""text"": ""Valve"", ""type"": ""ORG""}]"
46,https://www.instagram.com/reel/DKOArYwti9c/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger,instagram,7,Gadget & Review,"kamera, benchmarks, baterai, display, perbandingan",0.67,Konten berfokus pada topik 'Gadget & Review' dengan nuansa emosi anger. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Snapdragon 8 Gen"", ""type"": ""PRODUCT""}, {""text"": ""DxOMark"", ""type"": ""ORG""}, {""text"": ""Taipei"", ""type"": ""GPE""}]"
47,https://www.instagram.com/reel/DMWy5PEy4xZ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,instagram,8,Travel & Vlog,"itinerary, budget, hidden gem, transport, cuaca",0.78,Konten berfokus pada topik 'Travel & Vlog' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Ngurah Rai"", ""type"": ""LOC""}, {""text"": ""Bali"", ""type"": ""GPE""}, {""text"": ""Bali"", ""type"": ""GPE""}, {""text"": ""Kintamani"", ""type"": ""LOC""}]"
48,https://www.instagram.com/reel/DM-UeIaPURj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Neutral,instagram,7,Gadget & Review,"kamera, benchmarks, baterai, display, perbandingan",0.87,Konten berfokus pada topik 'Gadget & Review' dengan nuansa emosi neutral. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""DxOMark"", ""type"": ""ORG""}, {""text"": ""USB-C"", ""type"": ""MISC""}, {""text"": ""Taipei"", ""type"": ""GPE""}]"
49,https://www.instagram.com/reel/DHdhJZfhnbw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,instagram,9,Gaming,"patch, build, meta, walkthrough, tips",0.9,Konten berfokus pada topik 'Gaming' dengan nuansa emosi fear. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Patch 1.2"", ""type"": ""MISC""}, {""text"": ""Jakarta"", ""type"": ""GPE""}]"
50,https://www.instagram.com/reel/DMzERt8T3YK/?utm_source=ig_web_copy_link,Trust,instagram,9,Gaming,"patch, build, meta, walkthrough, tips",0.7,Konten berfokus pada topik 'Gaming' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Steam"", ""type"": ""PRODUCT""}, {""text"": ""Steam"", ""type"": ""PRODUCT""}]"
51,https://www.instagram.com/reel/DKL7wuPpSeU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy,instagram,10,Kesehatan,"nutrisi, cek rutin, postur, hidrasi, pola tidur",0.72,Konten berfokus pada topik 'Kesehatan' dengan nuansa emosi joy. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""RS Hasan Sadikin"", ""type"": ""ORG""}, {""text"": ""BMI"", ""type"": ""MISC""}, {""text"": ""Bandung"", ""type"": ""GPE""}]"
52,https://www.instagram.com/reel/DLH8CjbJ_we/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust,instagram,5,Pendidikan Kampus,"pengumuman, jadwal, tugas, kelas, dosen",0.67,Konten berfokus pada topik 'Pendidikan Kampus' dengan nuansa emosi trust. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Sains Data"", ""type"": ""ORG""}, {""text"": ""Bandung"", ""type"": ""GPE""}, {""text"": ""Sains Data"", ""type"": ""ORG""}, {""text"": ""Bandung"", ""type"": ""GPE""}]"
53,https://www.instagram.com/reel/DM5E9Dox3na/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Fear,instagram,2,Otomotif,"mesin, servis, modif, review, test drive",0.78,Konten berfokus pada topik 'Otomotif' dengan nuansa emosi fear. Pembicara menyampaikan poin inti secara ringkas disertai contoh praktis.,"[{""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Euro 4"", ""type"": ""MISC""}, {""text"": ""Bandung"", ""type"": ""GPE""}]"
